UID,Base,Points,FullCode
5,4,10,C0005004010
6,4,10,C0006004010
7,4,10,C0007004010
8,4,10,C0008004010
9,4,10,C0009004010
10,4,10,C0010004010
11,4,10,C0011004010
12,4,10,C0012004010
13,4,10,C0013004010
14,4,10,C0014004010
15,4,10,C0015004010
16,4,10,C0016004010
17,4,10,C0017004010
18,4,10,C0018004010
19,4,10,C0019004010
20,4,10,C0020004010
21,4,10,C0021004010
22,4,10,C0022004010
23,4,10,C0023004010
24,4,10,C0024004010
25,4,10,C0025004010
26,4,10,C0026004010
27,4,10,C0027004010
28,4,10,C0028004010
29,4,10,C0029004010
30,4,10,C0030004010
31,4,10,C0031004010
32,4,10,C0032004010
33,4,10,C0033004010
34,4,10,C0034004010
35,4,10,C0035004010
36,4,10,C0036004010
37,4,10,C0037004010
38,4,10,C0038004010
39,4,10,C0039004010
40,4,10,C0040004010
41,4,10,C0041004010
42,4,10,C0042004010
43,4,10,C0043004010
44,4,10,C0044004010
45,4,10,C0045004010
46,4,10,C0046004010
47,4,10,C0047004010
48,4,10,C0048004010
49,4,10,C0049004010
50,4,10,C0050004010
51,4,10,C0051004010
52,4,10,C0052004010
53,4,10,C0053004010
54,4,10,C0054004010
55,4,10,C0055004010
56,4,10,C0056004010
57,4,10,C0057004010
58,4,10,C0058004010
59,4,10,C0059004010
60,4,10,C0060004010
61,4,10,C0061004010
62,4,10,C0062004010
63,4,10,C0063004010
64,4,10,C0064004010
65,4,10,C0065004010
66,4,10,C0066004010
67,4,10,C0067004010
68,4,10,C0068004010
69,4,10,C0069004010
70,4,10,C0070004010
71,4,10,C0071004010
72,4,10,C0072004010
73,4,10,C0073004010
74,4,10,C0074004010
75,4,10,C0075004010
76,4,10,C0076004010
77,4,10,C0077004010
78,4,10,C0078004010
79,4,10,C0079004010
80,4,10,C0080004010
81,4,10,C0081004010
82,4,10,C0082004010
83,4,10,C0083004010
84,4,10,C0084004010
85,4,10,C0085004010
86,4,10,C0086004010
87,4,10,C0087004010
88,4,10,C0088004010
89,4,10,C0089004010
90,4,10,C0090004010
91,4,10,C0091004010
92,4,10,C0092004010
93,4,10,C0093004010
94,4,10,C0094004010
95,4,10,C0095004010
96,4,10,C0096004010
97,4,10,C0097004010
98,4,10,C0098004010
99,4,10,C0099004010
100,4,10,C0100004010
101,4,10,C0101004010
102,4,10,C0102004010
103,4,10,C0103004010
104,4,10,C0104004010
105,4,10,C0105004010
106,4,10,C0106004010
107,4,10,C0107004010
108,4,10,C0108004010
109,4,10,C0109004010
110,4,10,C0110004010
111,4,10,C0111004010
112,4,10,C0112004010
113,4,10,C0113004010
114,4,10,C0114004010
115,4,10,C0115004010
116,4,10,C0116004010
117,4,10,C0117004010
118,4,10,C0118004010
119,4,10,C0119004010
120,4,10,C0120004010
121,4,10,C0121004010
122,4,10,C0122004010
123,4,10,C0123004010
124,4,10,C0124004010
125,4,10,C0125004010
126,4,10,C0126004010
127,4,10,C0127004010
128,4,10,C0128004010
129,4,10,C0129004010
130,4,10,C0130004010
131,4,10,C0131004010
132,4,10,C0132004010
133,4,10,C0133004010
134,4,10,C0134004010
135,4,10,C0135004010
136,4,10,C0136004010
137,4,10,C0137004010
138,4,10,C0138004010
139,4,10,C0139004010
140,4,10,C0140004010
1,4,20,C0001004020
2,4,20,C0002004020
3,4,20,C0003004020
4,4,20,C0004004020
5,4,20,C0005004020
6,4,20,C0006004020
7,4,20,C0007004020
8,4,20,C0008004020
9,4,20,C0009004020
10,4,20,C0010004020
11,4,20,C0011004020
12,4,20,C0012004020
13,4,20,C0013004020
14,4,20,C0014004020
15,4,20,C0015004020
16,4,20,C0016004020
17,4,20,C0017004020
18,4,20,C0018004020
19,4,20,C0019004020
20,4,20,C0020004020
21,4,20,C0021004020
22,4,20,C0022004020
23,4,20,C0023004020
24,4,20,C0024004020
25,4,20,C0025004020
26,4,20,C0026004020
27,4,20,C0027004020
28,4,20,C0028004020
29,4,20,C0029004020
30,4,20,C0030004020
31,4,20,C0031004020
32,4,20,C0032004020
33,4,20,C0033004020
34,4,20,C0034004020
35,4,20,C0035004020
36,4,20,C0036004020
37,4,20,C0037004020
38,4,20,C0038004020
39,4,20,C0039004020
40,4,20,C0040004020
41,4,20,C0041004020
42,4,20,C0042004020
43,4,20,C0043004020
44,4,20,C0044004020
45,4,20,C0045004020
46,4,20,C0046004020
47,4,20,C0047004020
48,4,20,C0048004020
49,4,20,C0049004020
50,4,20,C0050004020
51,4,20,C0051004020
52,4,20,C0052004020
53,4,20,C0053004020
54,4,20,C0054004020
55,4,20,C0055004020
56,4,20,C0056004020
57,4,20,C0057004020
58,4,20,C0058004020
59,4,20,C0059004020
60,4,20,C0060004020
61,4,20,C0061004020
62,4,20,C0062004020
63,4,20,C0063004020
64,4,20,C0064004020
65,4,20,C0065004020
66,4,20,C0066004020
67,4,20,C0067004020
68,4,20,C0068004020
69,4,20,C0069004020
70,4,20,C0070004020
71,4,20,C0071004020
72,4,20,C0072004020
73,4,20,C0073004020
74,4,20,C0074004020
75,4,20,C0075004020
76,4,20,C0076004020
77,4,20,C0077004020
78,4,20,C0078004020
79,4,20,C0079004020
80,4,20,C0080004020
81,4,20,C0081004020
82,4,20,C0082004020
83,4,20,C0083004020
84,4,20,C0084004020
85,4,20,C0085004020
86,4,20,C0086004020
87,4,20,C0087004020
88,4,20,C0088004020
89,4,20,C0089004020
90,4,20,C0090004020
91,4,20,C0091004020
92,4,20,C0092004020
93,4,20,C0093004020
94,4,20,C0094004020
95,4,20,C0095004020
96,4,20,C0096004020
97,4,20,C0097004020
98,4,20,C0098004020
99,4,20,C0099004020
100,4,20,C0100004020
101,4,20,C0101004020
102,4,20,C0102004020
103,4,20,C0103004020
104,4,20,C0104004020
105,4,20,C0105004020
106,4,20,C0106004020
107,4,20,C0107004020
108,4,20,C0108004020
109,4,20,C0109004020
110,4,20,C0110004020
111,4,20,C0111004020
112,4,20,C0112004020
113,4,20,C0113004020
114,4,20,C0114004020
115,4,20,C0115004020
116,4,20,C0116004020
117,4,20,C0117004020
118,4,20,C0118004020
119,4,20,C0119004020
120,4,20,C0120004020
121,4,20,C0121004020
122,4,20,C0122004020
123,4,20,C0123004020
124,4,20,C0124004020
125,4,20,C0125004020
126,4,20,C0126004020
127,4,20,C0127004020
128,4,20,C0128004020
129,4,20,C0129004020
130,4,20,C0130004020
131,4,20,C0131004020
132,4,20,C0132004020
133,4,20,C0133004020
134,4,20,C0134004020
135,4,20,C0135004020
136,4,20,C0136004020
137,4,20,C0137004020
138,4,20,C0138004020
139,4,20,C0139004020
140,4,20,C0140004020
1,5,10,C0001005010
2,5,10,C0002005010
3,5,10,C0003005010
4,5,10,C0004005010
5,5,10,C0005005010
6,5,10,C0006005010
7,5,10,C0007005010
8,5,10,C0008005010
9,5,10,C0009005010
10,5,10,C0010005010
11,5,10,C0011005010
12,5,10,C0012005010
13,5,10,C0013005010
14,5,10,C0014005010
15,5,10,C0015005010
16,5,10,C0016005010
17,5,10,C0017005010
18,5,10,C0018005010
19,5,10,C0019005010
20,5,10,C0020005010
21,5,10,C0021005010
22,5,10,C0022005010
23,5,10,C0023005010
24,5,10,C0024005010
25,5,10,C0025005010
26,5,10,C0026005010
27,5,10,C0027005010
28,5,10,C0028005010
29,5,10,C0029005010
30,5,10,C0030005010
31,5,10,C0031005010
32,5,10,C0032005010
33,5,10,C0033005010
34,5,10,C0034005010
35,5,10,C0035005010
36,5,10,C0036005010
37,5,10,C0037005010
38,5,10,C0038005010
39,5,10,C0039005010
40,5,10,C0040005010
41,5,10,C0041005010
42,5,10,C0042005010
43,5,10,C0043005010
44,5,10,C0044005010
45,5,10,C0045005010
46,5,10,C0046005010
47,5,10,C0047005010
48,5,10,C0048005010
49,5,10,C0049005010
50,5,10,C0050005010
51,5,10,C0051005010
52,5,10,C0052005010
53,5,10,C0053005010
54,5,10,C0054005010
55,5,10,C0055005010
56,5,10,C0056005010
57,5,10,C0057005010
58,5,10,C0058005010
59,5,10,C0059005010
60,5,10,C0060005010
61,5,10,C0061005010
62,5,10,C0062005010
63,5,10,C0063005010
64,5,10,C0064005010
65,5,10,C0065005010
66,5,10,C0066005010
67,5,10,C0067005010
68,5,10,C0068005010
69,5,10,C0069005010
70,5,10,C0070005010
71,5,10,C0071005010
72,5,10,C0072005010
73,5,10,C0073005010
74,5,10,C0074005010
75,5,10,C0075005010
76,5,10,C0076005010
77,5,10,C0077005010
78,5,10,C0078005010
79,5,10,C0079005010
80,5,10,C0080005010
81,5,10,C0081005010
82,5,10,C0082005010
83,5,10,C0083005010
84,5,10,C0084005010
85,5,10,C0085005010
86,5,10,C0086005010
87,5,10,C0087005010
88,5,10,C0088005010
89,5,10,C0089005010
90,5,10,C0090005010
91,5,10,C0091005010
92,5,10,C0092005010
93,5,10,C0093005010
94,5,10,C0094005010
95,5,10,C0095005010
96,5,10,C0096005010
97,5,10,C0097005010
98,5,10,C0098005010
99,5,10,C0099005010
100,5,10,C0100005010
101,5,10,C0101005010
102,5,10,C0102005010
103,5,10,C0103005010
104,5,10,C0104005010
105,5,10,C0105005010
106,5,10,C0106005010
107,5,10,C0107005010
108,5,10,C0108005010
109,5,10,C0109005010
110,5,10,C0110005010
111,5,10,C0111005010
112,5,10,C0112005010
113,5,10,C0113005010
114,5,10,C0114005010
115,5,10,C0115005010
116,5,10,C0116005010
117,5,10,C0117005010
118,5,10,C0118005010
119,5,10,C0119005010
120,5,10,C0120005010
121,5,10,C0121005010
122,5,10,C0122005010
123,5,10,C0123005010
124,5,10,C0124005010
125,5,10,C0125005010
126,5,10,C0126005010
127,5,10,C0127005010
128,5,10,C0128005010
129,5,10,C0129005010
130,5,10,C0130005010
131,5,10,C0131005010
132,5,10,C0132005010
133,5,10,C0133005010
134,5,10,C0134005010
135,5,10,C0135005010
136,5,10,C0136005010
137,5,10,C0137005010
138,5,10,C0138005010
139,5,10,C0139005010
140,5,10,C0140005010
1,5,20,C0001005020
2,5,20,C0002005020
3,5,20,C0003005020
4,5,20,C0004005020
5,5,20,C0005005020
6,5,20,C0006005020
7,5,20,C0007005020
8,5,20,C0008005020
9,5,20,C0009005020
10,5,20,C0010005020
11,5,20,C0011005020
12,5,20,C0012005020
13,5,20,C0013005020
14,5,20,C0014005020
15,5,20,C0015005020
16,5,20,C0016005020
17,5,20,C0017005020
18,5,20,C0018005020
19,5,20,C0019005020
20,5,20,C0020005020
21,5,20,C0021005020
22,5,20,C0022005020
23,5,20,C0023005020
24,5,20,C0024005020
25,5,20,C0025005020
26,5,20,C0026005020
27,5,20,C0027005020
28,5,20,C0028005020
29,5,20,C0029005020
30,5,20,C0030005020
31,5,20,C0031005020
32,5,20,C0032005020
33,5,20,C0033005020
34,5,20,C0034005020
35,5,20,C0035005020
36,5,20,C0036005020
37,5,20,C0037005020
38,5,20,C0038005020
39,5,20,C0039005020
40,5,20,C0040005020
41,5,20,C0041005020
42,5,20,C0042005020
43,5,20,C0043005020
44,5,20,C0044005020
45,5,20,C0045005020
46,5,20,C0046005020
47,5,20,C0047005020
48,5,20,C0048005020
49,5,20,C0049005020
50,5,20,C0050005020
51,5,20,C0051005020
52,5,20,C0052005020
53,5,20,C0053005020
54,5,20,C0054005020
55,5,20,C0055005020
56,5,20,C0056005020
57,5,20,C0057005020
58,5,20,C0058005020
59,5,20,C0059005020
60,5,20,C0060005020
61,5,20,C0061005020
62,5,20,C0062005020
63,5,20,C0063005020
64,5,20,C0064005020
65,5,20,C0065005020
66,5,20,C0066005020
67,5,20,C0067005020
68,5,20,C0068005020
69,5,20,C0069005020
70,5,20,C0070005020
71,5,20,C0071005020
72,5,20,C0072005020
73,5,20,C0073005020
74,5,20,C0074005020
75,5,20,C0075005020
76,5,20,C0076005020
77,5,20,C0077005020
78,5,20,C0078005020
79,5,20,C0079005020
80,5,20,C0080005020
81,5,20,C0081005020
82,5,20,C0082005020
83,5,20,C0083005020
84,5,20,C0084005020
85,5,20,C0085005020
86,5,20,C0086005020
87,5,20,C0087005020
88,5,20,C0088005020
89,5,20,C0089005020
90,5,20,C0090005020
91,5,20,C0091005020
92,5,20,C0092005020
93,5,20,C0093005020
94,5,20,C0094005020
95,5,20,C0095005020
96,5,20,C0096005020
97,5,20,C0097005020
98,5,20,C0098005020
99,5,20,C0099005020
100,5,20,C0100005020
101,5,20,C0101005020
102,5,20,C0102005020
103,5,20,C0103005020
104,5,20,C0104005020
105,5,20,C0105005020
106,5,20,C0106005020
107,5,20,C0107005020
108,5,20,C0108005020
109,5,20,C0109005020
110,5,20,C0110005020
111,5,20,C0111005020
112,5,20,C0112005020
113,5,20,C0113005020
114,5,20,C0114005020
115,5,20,C0115005020
116,5,20,C0116005020
117,5,20,C0117005020
118,5,20,C0118005020
119,5,20,C0119005020
120,5,20,C0120005020
121,5,20,C0121005020
122,5,20,C0122005020
123,5,20,C0123005020
124,5,20,C0124005020
125,5,20,C0125005020
126,5,20,C0126005020
127,5,20,C0127005020
128,5,20,C0128005020
129,5,20,C0129005020
130,5,20,C0130005020
131,5,20,C0131005020
132,5,20,C0132005020
133,5,20,C0133005020
134,5,20,C0134005020
135,5,20,C0135005020
136,5,20,C0136005020
137,5,20,C0137005020
138,5,20,C0138005020
139,5,20,C0139005020
140,5,20,C0140005020
1,6,10,C0001006010
2,6,10,C0002006010
3,6,10,C0003006010
4,6,10,C0004006010
5,6,10,C0005006010
6,6,10,C0006006010
7,6,10,C0007006010
8,6,10,C0008006010
9,6,10,C0009006010
10,6,10,C0010006010
11,6,10,C0011006010
12,6,10,C0012006010
13,6,10,C0013006010
14,6,10,C0014006010
15,6,10,C0015006010
16,6,10,C0016006010
17,6,10,C0017006010
18,6,10,C0018006010
19,6,10,C0019006010
20,6,10,C0020006010
21,6,10,C0021006010
22,6,10,C0022006010
23,6,10,C0023006010
24,6,10,C0024006010
25,6,10,C0025006010
26,6,10,C0026006010
27,6,10,C0027006010
28,6,10,C0028006010
29,6,10,C0029006010
30,6,10,C0030006010
31,6,10,C0031006010
32,6,10,C0032006010
33,6,10,C0033006010
34,6,10,C0034006010
35,6,10,C0035006010
36,6,10,C0036006010
37,6,10,C0037006010
38,6,10,C0038006010
39,6,10,C0039006010
40,6,10,C0040006010
41,6,10,C0041006010
42,6,10,C0042006010
43,6,10,C0043006010
44,6,10,C0044006010
45,6,10,C0045006010
46,6,10,C0046006010
47,6,10,C0047006010
48,6,10,C0048006010
49,6,10,C0049006010
50,6,10,C0050006010
51,6,10,C0051006010
52,6,10,C0052006010
53,6,10,C0053006010
54,6,10,C0054006010
55,6,10,C0055006010
56,6,10,C0056006010
57,6,10,C0057006010
58,6,10,C0058006010
59,6,10,C0059006010
60,6,10,C0060006010
61,6,10,C0061006010
62,6,10,C0062006010
63,6,10,C0063006010
64,6,10,C0064006010
65,6,10,C0065006010
66,6,10,C0066006010
67,6,10,C0067006010
68,6,10,C0068006010
69,6,10,C0069006010
70,6,10,C0070006010
71,6,10,C0071006010
72,6,10,C0072006010
73,6,10,C0073006010
74,6,10,C0074006010
75,6,10,C0075006010
76,6,10,C0076006010
77,6,10,C0077006010
78,6,10,C0078006010
79,6,10,C0079006010
80,6,10,C0080006010
81,6,10,C0081006010
82,6,10,C0082006010
83,6,10,C0083006010
84,6,10,C0084006010
85,6,10,C0085006010
86,6,10,C0086006010
87,6,10,C0087006010
88,6,10,C0088006010
89,6,10,C0089006010
90,6,10,C0090006010
91,6,10,C0091006010
92,6,10,C0092006010
93,6,10,C0093006010
94,6,10,C0094006010
95,6,10,C0095006010
96,6,10,C0096006010
97,6,10,C0097006010
98,6,10,C0098006010
99,6,10,C0099006010
100,6,10,C0100006010
101,6,10,C0101006010
102,6,10,C0102006010
103,6,10,C0103006010
104,6,10,C0104006010
105,6,10,C0105006010
106,6,10,C0106006010
107,6,10,C0107006010
108,6,10,C0108006010
109,6,10,C0109006010
110,6,10,C0110006010
111,6,10,C0111006010
112,6,10,C0112006010
113,6,10,C0113006010
114,6,10,C0114006010
115,6,10,C0115006010
116,6,10,C0116006010
117,6,10,C0117006010
118,6,10,C0118006010
119,6,10,C0119006010
120,6,10,C0120006010
121,6,10,C0121006010
122,6,10,C0122006010
123,6,10,C0123006010
124,6,10,C0124006010
125,6,10,C0125006010
126,6,10,C0126006010
127,6,10,C0127006010
128,6,10,C0128006010
129,6,10,C0129006010
130,6,10,C0130006010
131,6,10,C0131006010
132,6,10,C0132006010
133,6,10,C0133006010
134,6,10,C0134006010
135,6,10,C0135006010
136,6,10,C0136006010
137,6,10,C0137006010
138,6,10,C0138006010
139,6,10,C0139006010
140,6,10,C0140006010
1,6,20,C0001006020
2,6,20,C0002006020
3,6,20,C0003006020
4,6,20,C0004006020
5,6,20,C0005006020
6,6,20,C0006006020
7,6,20,C0007006020
8,6,20,C0008006020
9,6,20,C0009006020
10,6,20,C0010006020
11,6,20,C0011006020
12,6,20,C0012006020
13,6,20,C0013006020
14,6,20,C0014006020
15,6,20,C0015006020
16,6,20,C0016006020
17,6,20,C0017006020
18,6,20,C0018006020
19,6,20,C0019006020
20,6,20,C0020006020
21,6,20,C0021006020
22,6,20,C0022006020
23,6,20,C0023006020
24,6,20,C0024006020
25,6,20,C0025006020
26,6,20,C0026006020
27,6,20,C0027006020
28,6,20,C0028006020
29,6,20,C0029006020
30,6,20,C0030006020
31,6,20,C0031006020
32,6,20,C0032006020
33,6,20,C0033006020
34,6,20,C0034006020
35,6,20,C0035006020
36,6,20,C0036006020
37,6,20,C0037006020
38,6,20,C0038006020
39,6,20,C0039006020
40,6,20,C0040006020
41,6,20,C0041006020
42,6,20,C0042006020
43,6,20,C0043006020
44,6,20,C0044006020
45,6,20,C0045006020
46,6,20,C0046006020
47,6,20,C0047006020
48,6,20,C0048006020
49,6,20,C0049006020
50,6,20,C0050006020
51,6,20,C0051006020
52,6,20,C0052006020
53,6,20,C0053006020
54,6,20,C0054006020
55,6,20,C0055006020
56,6,20,C0056006020
57,6,20,C0057006020
58,6,20,C0058006020
59,6,20,C0059006020
60,6,20,C0060006020
61,6,20,C0061006020
62,6,20,C0062006020
63,6,20,C0063006020
64,6,20,C0064006020
65,6,20,C0065006020
66,6,20,C0066006020
67,6,20,C0067006020
68,6,20,C0068006020
69,6,20,C0069006020
70,6,20,C0070006020
71,6,20,C0071006020
72,6,20,C0072006020
73,6,20,C0073006020
74,6,20,C0074006020
75,6,20,C0075006020
76,6,20,C0076006020
77,6,20,C0077006020
78,6,20,C0078006020
79,6,20,C0079006020
80,6,20,C0080006020
81,6,20,C0081006020
82,6,20,C0082006020
83,6,20,C0083006020
84,6,20,C0084006020
85,6,20,C0085006020
86,6,20,C0086006020
87,6,20,C0087006020
88,6,20,C0088006020
89,6,20,C0089006020
90,6,20,C0090006020
91,6,20,C0091006020
92,6,20,C0092006020
93,6,20,C0093006020
94,6,20,C0094006020
95,6,20,C0095006020
96,6,20,C0096006020
97,6,20,C0097006020
98,6,20,C0098006020
99,6,20,C0099006020
100,6,20,C0100006020
101,6,20,C0101006020
102,6,20,C0102006020
103,6,20,C0103006020
104,6,20,C0104006020
105,6,20,C0105006020
106,6,20,C0106006020
107,6,20,C0107006020
108,6,20,C0108006020
109,6,20,C0109006020
110,6,20,C0110006020
111,6,20,C0111006020
112,6,20,C0112006020
113,6,20,C0113006020
114,6,20,C0114006020
115,6,20,C0115006020
116,6,20,C0116006020
117,6,20,C0117006020
118,6,20,C0118006020
119,6,20,C0119006020
120,6,20,C0120006020
121,6,20,C0121006020
122,6,20,C0122006020
123,6,20,C0123006020
124,6,20,C0124006020
125,6,20,C0125006020
126,6,20,C0126006020
127,6,20,C0127006020
128,6,20,C0128006020
129,6,20,C0129006020
130,6,20,C0130006020
131,6,20,C0131006020
132,6,20,C0132006020
133,6,20,C0133006020
134,6,20,C0134006020
135,6,20,C0135006020
136,6,20,C0136006020
137,6,20,C0137006020
138,6,20,C0138006020
139,6,20,C0139006020
140,6,20,C0140006020
1,7,10,C0001007010
2,7,10,C0002007010
3,7,10,C0003007010
4,7,10,C0004007010
5,7,10,C0005007010
6,7,10,C0006007010
7,7,10,C0007007010
8,7,10,C0008007010
9,7,10,C0009007010
10,7,10,C0010007010
11,7,10,C0011007010
12,7,10,C0012007010
13,7,10,C0013007010
14,7,10,C0014007010
15,7,10,C0015007010
16,7,10,C0016007010
17,7,10,C0017007010
18,7,10,C0018007010
19,7,10,C0019007010
20,7,10,C0020007010
21,7,10,C0021007010
22,7,10,C0022007010
23,7,10,C0023007010
24,7,10,C0024007010
25,7,10,C0025007010
26,7,10,C0026007010
27,7,10,C0027007010
28,7,10,C0028007010
29,7,10,C0029007010
30,7,10,C0030007010
31,7,10,C0031007010
32,7,10,C0032007010
33,7,10,C0033007010
34,7,10,C0034007010
35,7,10,C0035007010
36,7,10,C0036007010
37,7,10,C0037007010
38,7,10,C0038007010
39,7,10,C0039007010
40,7,10,C0040007010
41,7,10,C0041007010
42,7,10,C0042007010
43,7,10,C0043007010
44,7,10,C0044007010
45,7,10,C0045007010
46,7,10,C0046007010
47,7,10,C0047007010
48,7,10,C0048007010
49,7,10,C0049007010
50,7,10,C0050007010
51,7,10,C0051007010
52,7,10,C0052007010
53,7,10,C0053007010
54,7,10,C0054007010
55,7,10,C0055007010
56,7,10,C0056007010
57,7,10,C0057007010
58,7,10,C0058007010
59,7,10,C0059007010
60,7,10,C0060007010
61,7,10,C0061007010
62,7,10,C0062007010
63,7,10,C0063007010
64,7,10,C0064007010
65,7,10,C0065007010
66,7,10,C0066007010
67,7,10,C0067007010
68,7,10,C0068007010
69,7,10,C0069007010
70,7,10,C0070007010
71,7,10,C0071007010
72,7,10,C0072007010
73,7,10,C0073007010
74,7,10,C0074007010
75,7,10,C0075007010
76,7,10,C0076007010
77,7,10,C0077007010
78,7,10,C0078007010
79,7,10,C0079007010
80,7,10,C0080007010
81,7,10,C0081007010
82,7,10,C0082007010
83,7,10,C0083007010
84,7,10,C0084007010
85,7,10,C0085007010
86,7,10,C0086007010
87,7,10,C0087007010
88,7,10,C0088007010
89,7,10,C0089007010
90,7,10,C0090007010
91,7,10,C0091007010
92,7,10,C0092007010
93,7,10,C0093007010
94,7,10,C0094007010
95,7,10,C0095007010
96,7,10,C0096007010
97,7,10,C0097007010
98,7,10,C0098007010
99,7,10,C0099007010
100,7,10,C0100007010
101,7,10,C0101007010
102,7,10,C0102007010
103,7,10,C0103007010
104,7,10,C0104007010
105,7,10,C0105007010
106,7,10,C0106007010
107,7,10,C0107007010
108,7,10,C0108007010
109,7,10,C0109007010
110,7,10,C0110007010
111,7,10,C0111007010
112,7,10,C0112007010
113,7,10,C0113007010
114,7,10,C0114007010
115,7,10,C0115007010
116,7,10,C0116007010
117,7,10,C0117007010
118,7,10,C0118007010
119,7,10,C0119007010
120,7,10,C0120007010
121,7,10,C0121007010
122,7,10,C0122007010
123,7,10,C0123007010
124,7,10,C0124007010
125,7,10,C0125007010
126,7,10,C0126007010
127,7,10,C0127007010
128,7,10,C0128007010
129,7,10,C0129007010
130,7,10,C0130007010
131,7,10,C0131007010
132,7,10,C0132007010
133,7,10,C0133007010
134,7,10,C0134007010
135,7,10,C0135007010
136,7,10,C0136007010
137,7,10,C0137007010
138,7,10,C0138007010
139,7,10,C0139007010
140,7,10,C0140007010
1,7,20,C0001007020
2,7,20,C0002007020
3,7,20,C0003007020
4,7,20,C0004007020
5,7,20,C0005007020
6,7,20,C0006007020
7,7,20,C0007007020
8,7,20,C0008007020
9,7,20,C0009007020
10,7,20,C0010007020
11,7,20,C0011007020
12,7,20,C0012007020
13,7,20,C0013007020
14,7,20,C0014007020
15,7,20,C0015007020
16,7,20,C0016007020
17,7,20,C0017007020
18,7,20,C0018007020
19,7,20,C0019007020
20,7,20,C0020007020
21,7,20,C0021007020
22,7,20,C0022007020
23,7,20,C0023007020
24,7,20,C0024007020
25,7,20,C0025007020
26,7,20,C0026007020
27,7,20,C0027007020
28,7,20,C0028007020
29,7,20,C0029007020
30,7,20,C0030007020
31,7,20,C0031007020
32,7,20,C0032007020
33,7,20,C0033007020
34,7,20,C0034007020
35,7,20,C0035007020
36,7,20,C0036007020
37,7,20,C0037007020
38,7,20,C0038007020
39,7,20,C0039007020
40,7,20,C0040007020
41,7,20,C0041007020
42,7,20,C0042007020
43,7,20,C0043007020
44,7,20,C0044007020
45,7,20,C0045007020
46,7,20,C0046007020
47,7,20,C0047007020
48,7,20,C0048007020
49,7,20,C0049007020
50,7,20,C0050007020
51,7,20,C0051007020
52,7,20,C0052007020
53,7,20,C0053007020
54,7,20,C0054007020
55,7,20,C0055007020
56,7,20,C0056007020
57,7,20,C0057007020
58,7,20,C0058007020
59,7,20,C0059007020
60,7,20,C0060007020
61,7,20,C0061007020
62,7,20,C0062007020
63,7,20,C0063007020
64,7,20,C0064007020
65,7,20,C0065007020
66,7,20,C0066007020
67,7,20,C0067007020
68,7,20,C0068007020
69,7,20,C0069007020
70,7,20,C0070007020
71,7,20,C0071007020
72,7,20,C0072007020
73,7,20,C0073007020
74,7,20,C0074007020
75,7,20,C0075007020
76,7,20,C0076007020
77,7,20,C0077007020
78,7,20,C0078007020
79,7,20,C0079007020
80,7,20,C0080007020
81,7,20,C0081007020
82,7,20,C0082007020
83,7,20,C0083007020
84,7,20,C0084007020
85,7,20,C0085007020
86,7,20,C0086007020
87,7,20,C0087007020
88,7,20,C0088007020
89,7,20,C0089007020
90,7,20,C0090007020
91,7,20,C0091007020
92,7,20,C0092007020
93,7,20,C0093007020
94,7,20,C0094007020
95,7,20,C0095007020
96,7,20,C0096007020
97,7,20,C0097007020
98,7,20,C0098007020
99,7,20,C0099007020
100,7,20,C0100007020
101,7,20,C0101007020
102,7,20,C0102007020
103,7,20,C0103007020
104,7,20,C0104007020
105,7,20,C0105007020
106,7,20,C0106007020
107,7,20,C0107007020
108,7,20,C0108007020
109,7,20,C0109007020
110,7,20,C0110007020
111,7,20,C0111007020
112,7,20,C0112007020
113,7,20,C0113007020
114,7,20,C0114007020
115,7,20,C0115007020
116,7,20,C0116007020
117,7,20,C0117007020
118,7,20,C0118007020
119,7,20,C0119007020
120,7,20,C0120007020
121,7,20,C0121007020
122,7,20,C0122007020
123,7,20,C0123007020
124,7,20,C0124007020
125,7,20,C0125007020
126,7,20,C0126007020
127,7,20,C0127007020
128,7,20,C0128007020
129,7,20,C0129007020
130,7,20,C0130007020
131,7,20,C0131007020
132,7,20,C0132007020
133,7,20,C0133007020
134,7,20,C0134007020
135,7,20,C0135007020
136,7,20,C0136007020
137,7,20,C0137007020
138,7,20,C0138007020
139,7,20,C0139007020
140,7,20,C0140007020
1,8,10,C0001008010
2,8,10,C0002008010
3,8,10,C0003008010
4,8,10,C0004008010
5,8,10,C0005008010
6,8,10,C0006008010
7,8,10,C0007008010
8,8,10,C0008008010
9,8,10,C0009008010
10,8,10,C0010008010
11,8,10,C0011008010
12,8,10,C0012008010
13,8,10,C0013008010
14,8,10,C0014008010
15,8,10,C0015008010
16,8,10,C0016008010
17,8,10,C0017008010
18,8,10,C0018008010
19,8,10,C0019008010
20,8,10,C0020008010
21,8,10,C0021008010
22,8,10,C0022008010
23,8,10,C0023008010
24,8,10,C0024008010
25,8,10,C0025008010
26,8,10,C0026008010
27,8,10,C0027008010
28,8,10,C0028008010
29,8,10,C0029008010
30,8,10,C0030008010
31,8,10,C0031008010
32,8,10,C0032008010
33,8,10,C0033008010
34,8,10,C0034008010
35,8,10,C0035008010
36,8,10,C0036008010
37,8,10,C0037008010
38,8,10,C0038008010
39,8,10,C0039008010
40,8,10,C0040008010
41,8,10,C0041008010
42,8,10,C0042008010
43,8,10,C0043008010
44,8,10,C0044008010
45,8,10,C0045008010
46,8,10,C0046008010
47,8,10,C0047008010
48,8,10,C0048008010
49,8,10,C0049008010
